datum,Sales,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Hour,Weekday Name
08-03-2016,62.48,8,2.98,3.5,21,11,0,13,3,2016,8,276,Wednesday
08-04-2016,80.09,8,2.693,2,34.4,12,0,17,4,2016,8,276,Thursday
08-05-2016,87.75,10.33,3.42,3.7,21,24,0,24,1.3,2016,8,276,Friday
08-06-2016,67.66,3,3.662,5,20,33,0,1,2,2016,8,276,Saturday
08-07-2016,80.56,8,4.155,8.2,40.2,12,0,5,3,2016,8,276,Sunday
08-08-2016,75.83,8.34,5.99,5.5,15,36,0,1,4,2016,8,276,Monday
08-09-2016,79.99,6.33,4.66,7,29,26,1,2,4,2016,8,276,Tuesday
08-10-2016,61.43,11.34,2.99,7,24.1,11,0,3,2,2016,8,276,Wednesday
08-11-2016,37.33,5.67,3.66,0,25,1,0,0,2,2016,8,276,Thursday
08-12-2016,60.02,8.66,5.66,6.1,27.6,6,4,0,2,2016,8,276,Friday
8/13/2016,58.74,8,6.737,5,32,2,0,0,5,2016,8,276,Saturday
8/14/2016,41.57,5,4.857,4.5,18.21666667,2,0,7,0,2016,8,276,Sunday
8/15/2016,43.33,5,2.33,2,21,11,0,0,2,2016,8,276,Monday
8/16/2016,50.61,10,4.66,3,14.45,4,0,11,3.5,2016,8,276,Tuesday
8/17/2016,41.17,8.66,2.01,4,9.5,7,0,5,5,2016,8,276,Wednesday
8/18/2016,47.95,6.99,3.363,4,25.6,7,0,0,1,2016,8,276,Thursday
8/19/2016,48.93,1,4.33,0.6,27,12,0,0,4,2016,8,276,Friday
8/20/2016,46.52,4.33,2.99,6,26.2,1,0,0,6,2016,8,276,Saturday
8/21/2016,67.03,8,3.627,7.4,39,3,4,1,1,2016,8,276,Sunday
8/22/2016,38.93,3.34,3.386,0,23.2,3,0,0,6,2016,8,276,Monday
8/23/2016,33.97,3,3.066,4,14.7,7,1,0,1.2,2016,8,276,Tuesday
8/24/2016,37.12,9.33,3.487,8,11.3,2,0,0,3,2016,8,276,Wednesday
8/25/2016,48.40,4.33,2.67,8,19.4,4,1,4,5,2016,8,276,Thursday
8/26/2016,31.72,4,2.023,2,20.7,3,0,0,0,2016,8,276,Friday
8/27/2016,42.08,8.83,1.736,1,17.51666667,2,0,11,0,2016,8,276,Saturday
8/28/2016,68.55,7.33,7.02,6.2,37,3,0,6,2,2016,8,276,Sunday
8/29/2016,32.17,9,0.67,2,14.2,4,0,1,1.3,2016,8,276,Monday
8/30/2016,21.88,4.66,1.32,2,8.9,4,0,1,0,2016,8,276,Tuesday
8/31/2016,49.03,6,5.827,5,23.2,3,0,1,5,2016,8,276,Wednesday
09-01-2016,50.06,5,3.66,5,31.4,2,0,0,3,2016,9,276,Thursday
09-02-2016,60.36,9.34,4.02,5,10,25,0,5,2,2016,9,276,Friday
09-03-2016,83.06,5.33,4.025,6.5,54.2,5,0,4,4,2016,9,276,Saturday
09-04-2016,62.63,8.33,4.396,0,30.9,10,0,4,5,2016,9,276,Sunday
09-05-2016,60.02,3.32,4.396,2,34.3,8,2,2,4,2016,9,276,Monday
09-06-2016,60.13,5,1.33,1,32.8,14,3,0,3,2016,9,276,Tuesday
09-07-2016,62.12,2.33,2.19,3,37.6,14,0,0,3,2016,9,276,Wednesday
09-08-2016,54.99,6,2.99,4,33,8,1,0,0,2016,9,276,Thursday
09-09-2016,64.35,4.99,3.99,3.25,26.124,11,2,10,3,2016,9,276,Friday
09-10-2016,79.64,8.33,11.31,10,34,9,0,4,3,2016,9,276,Saturday
09-11-2016,95.95,2.66,6.99,7.1,57.2,8,0,10,4,2016,9,276,Sunday
09-12-2016,63.00,7,6,4,24,10,0,8,4,2016,9,276,Monday
9/13/2016,63.76,7,5.759,4,32,13,0,2,0,2016,9,276,Tuesday
9/14/2016,53.69,6,3.792,2.5,24.4,7,0,8,2,2016,9,276,Wednesday
9/15/2016,84.63,3,6.628,2,38,31,0,3,1,2016,9,276,Thursday
9/16/2016,53.63,2,1.33,4,26.3,17,0,3,0,2016,9,276,Friday
9/17/2016,88.86,6.67,3.693,2.4,56,11,0,5,4.1,2016,9,276,Saturday
9/18/2016,52.76,5.99,7.32,2,24.45,4,0,8,1,2016,9,276,Sunday
9/19/2016,54.55,4,3.396,2.15,31,11,2,0,1,2016,9,276,Monday
9/20/2016,62.86,4.67,2.792,3,33.4,14,0,4,1,2016,9,276,Tuesday
9/21/2016,52.40,8.34,4.31,3.05,19.7,12,0,3,2,2016,9,276,Wednesday
9/22/2016,53.16,6.33,2.33,2.1,29.4,6,0,4,3,2016,9,276,Thursday
9/23/2016,67.72,2.33,6.99,6,28.4,13,3,7,1,2016,9,276,Friday
9/24/2016,83.18,2,3.779,6.2,61.2,8,0,1,1,2016,9,276,Saturday
9/25/2016,89.46,6,4.33,3,61.125,3,0,10,2,2016,9,276,Sunday
9/26/2016,79.59,5.99,1,4,57.6,4,2,4,1,2016,9,276,Monday
9/27/2016,94.77,7,4.67,7.4,51.7,17,3,1,3,2016,9,276,Tuesday
9/28/2016,92.43,13.68,1.802,5.45,64.5,3,0,0,4,2016,9,276,Wednesday
9/29/2016,70.13,7.33,2,4,50.6,4,0,1,1.2,2016,9,276,Thursday
9/30/2016,56.00,7,5,2.6,23.4,5,0,10,3,2016,9,276,Friday
10-01-2016,81.22,7.33,7.65,1.2,54.038,5,0,4,2,2016,10,276,Saturday
10-02-2016,138.26,17,4.056,9.7,80.5,6,0,18,3,2016,10,276,Sunday
10-03-2016,95.32,3.33,5.33,3,59.662,2,2,17,3,2016,10,276,Monday
10-04-2016,83.42,6.33,2.99,6,47.6,8,0,10,2.5,2016,10,276,Tuesday
10-05-2016,100.20,4,4,4,78.2,8,0,1,1,2016,10,276,Wednesday
10-06-2016,65.32,4.33,3.99,6,44,4,0,3,0,2016,10,276,Thursday
10-07-2016,67.26,4.34,4.297,6,47.625,4,0,0,1,2016,10,276,Friday
10-08-2016,84.37,7.34,6.33,5,52.7,2,0,6,5,2016,10,276,Saturday
10-09-2016,117.60,6.68,5.02,5.5,88.4,2,0,9,1,2016,10,276,Sunday
10-10-2016,48.67,2,5.066,5,31.6,1,0,3,1,2016,10,276,Monday
10-11-2016,138.82,7.33,2.406,11.65,52.6,54.83333333,1,8,1,2016,10,276,Tuesday
10-12-2016,96.45,8.33,2.373,2,45.75,18,1,17,2,2016,10,276,Wednesday
10/13/2016,79.69,4.66,4.33,3.2,42.2,20,0,3,2.3,2016,10,276,Thursday
10/14/2016,84.70,7,4,3,38.7,22,0,9,1,2016,10,276,Friday
10/15/2016,91.52,4,5.97,3.35,47.2,16,1,13,1,2016,10,276,Saturday
10/16/2016,126.75,8.33,5.122,10,89.3,3,0,6,5,2016,10,276,Sunday
10/17/2016,73.80,2,5,5,50.8,1,0,9,1,2016,10,276,Monday
10/18/2016,81.26,3,5.056,9,42.1,9,3,7,3.1,2016,10,276,Tuesday
10/19/2016,56.69,4.33,6.66,5,26.7,11,0,2,1,2016,10,276,Wednesday
10/20/2016,71.80,1.64,5.66,6,52.5,2,0,2,2,2016,10,276,Thursday
10/21/2016,66.29,8.66,3.825,0,40.8,5,0,6,2,2016,10,276,Friday
10/22/2016,60.37,7,2.67,4,29.7,3,0,10,4,2016,10,276,Saturday
10/23/2016,96.13,12.33,5.78,3.8,51.21666667,10,0,11,2,2016,10,276,Sunday
10/24/2016,55.18,2.66,3.023,7.5,37,1,1,2,1,2016,10,276,Monday
10/25/2016,93.70,4.33,4.572,5.4,62.4,10,0,7,0,2016,10,276,Tuesday
10/26/2016,52.13,2.33,2.397,6,28.4,10,0,2,1,2016,10,276,Wednesday
10/27/2016,59.72,6.5,2.023,3,32.2,10,2,4,0,2016,10,276,Thursday
10/28/2016,65.18,7,3.78,6,34.4,9,0,5,0,2016,10,276,Friday
10/29/2016,141.47,15.33,4.54,6.1,78.5,23,0,9,5,2016,10,276,Saturday
10/30/2016,100.83,4.66,10.32,5.75,73.1,5,0,0,2,2016,10,276,Sunday
10/31/2016,81.28,2.66,3.82,3,43.8,6,0,17,5,2016,10,276,Monday
11-01-2016,60.93,2.33,1.703,4,25.9,18,0,6,3,2016,11,276,Tuesday
11-02-2016,60.00,4,3.703,4.1,42.2,1,0,2,3,2016,11,276,Wednesday
11-03-2016,52.50,2,1,3,42.5,3,0,0,1,2016,11,276,Thursday
11-04-2016,65.80,8.33,4.373,3.6,24.3,14,1,6,4.2,2016,11,276,Friday
11-05-2016,62.89,7.666666667,3.02,5.8,35.4,9,0,0,2,2016,11,276,Saturday
11-06-2016,78.79,8,4.34,3,42.45,3,2,11,5,2016,11,276,Sunday
11-07-2016,64.03,5,2.726,6.3,35,9,0,5,1,2016,11,276,Monday
11-08-2016,69.52,7,2.35,8,20,19.16666667,2,8,3,2016,11,276,Tuesday
11-09-2016,56.40,2.34,5.66,1.4,25,18,0,4,0,2016,11,276,Wednesday
11-10-2016,74.16,7.33,6.33,7,31.1,5,2,12,3.4,2016,11,276,Thursday
11-11-2016,57.42,10.66,1.759,4,33,6,0,1,1,2016,11,276,Friday
11-12-2016,87.53,8,3.825,7,56.5,10,0,1,1.2,2016,11,276,Saturday
11/13/2016,87.12,6,11.32,3.6,60.2,0,0,5,1,2016,11,276,Sunday
11/14/2016,79.03,10,4.726,3.8,50.5,5,3,1,1,2016,11,276,Monday
11/15/2016,77.76,5.33,0.33,4,30.1,27,5,5,1,2016,11,276,Tuesday
11/16/2016,66.08,4,3.167,4,38.912,5,0,10,1,2016,11,276,Wednesday
11/17/2016,57.23,5,2.726,5.7,41.4,0,0,1,1.4,2016,11,276,Thursday
11/18/2016,54.91,1.33,4.33,6.25,31,7,1,2,2,2016,11,276,Friday
11/19/2016,55.10,5,2.7,4,35.4,3,0,3,2,2016,11,276,Saturday
11/20/2016,46.84,7,4.34,5,25.5,3,0,0,2,2016,11,276,Sunday
11/21/2016,56.93,1.34,3.34,5.25,30,1,0,13,3,2016,11,276,Monday
11/22/2016,46.81,4.01,4.703,1.1,23,3,2,7,2,2016,11,276,Tuesday
11/23/2016,61.15,3,4.33,3.7,44.124,5,0,0,1,2016,11,276,Wednesday
11/24/2016,62.00,8.67,4.333,6,28,2,0,10,3,2016,11,276,Thursday
11/25/2016,70.34,7.34,5,7,21,20,4,5,1,2016,11,276,Friday
11/26/2016,74.33,3.33,5,4,36,9,3,12,2,2016,11,276,Saturday
11/27/2016,85.92,9.33,5.693,3.9,61,5,0,1,0,2016,11,276,Sunday
11/28/2016,47.91,4.5,1.363,2.05,23,5,0,12,0,2016,11,276,Monday
11/29/2016,67.95,5.68,5.67,3,45.6,6,2,0,0,2016,11,276,Tuesday
11/30/2016,55.22,3.33,2.99,4.3,24.6,13,0,7,0,2016,11,276,Wednesday
12-01-2016,81.03,4.5,2.363,1.5,55.662,8,0,9,0,2016,12,276,Thursday
12-02-2016,93.48,6,1.076,3.2,43,14,0,26,0.2,2016,12,276,Friday
12-03-2016,59.15,3.17,2.68,3,43.3,2,0,1,4,2016,12,276,Saturday
12-04-2016,90.02,7,9.123,2.9,67,4,0,0,0,2016,12,276,Sunday
12-05-2016,60.18,9.5,1.68,4,23,6,1,13,2,2016,12,276,Monday
12-06-2016,67.69,6,5.09,4.4,27.2,4,0,20,1,2016,12,276,Tuesday
12-07-2016,76.77,4.34,2.726,1.7,47,8,3,7,3,2016,12,276,Wednesday
12-08-2016,59.04,5.67,1.67,5,35.7,9,0,2,0,2016,12,276,Thursday
12-09-2016,50.39,5.66,1.67,4,35.062,2,0,0,2,2016,12,276,Friday
12-10-2016,87.17,7.34,6.33,10.1,45.4,1,0,15,2,2016,12,276,Saturday
12-11-2016,100.68,3.34,4.726,8.55,62.062,7,0,14,1,2016,12,276,Sunday
12-12-2016,110.02,3.66,2.429,3.1,44.5,28.33333333,3,21,4,2016,12,276,Monday
12/13/2016,71.70,1,4,5.1,43.6,0,0,18,0,2016,12,276,Tuesday
12/14/2016,79.66,5.83,3.78,5.65,32.2,21,0,10,1.2,2016,12,276,Wednesday
12/15/2016,50.79,9.66,3.33,1,22.8,8,0,5,1,2016,12,276,Thursday
12/16/2016,90.63,7.33,6.32,2.2,39.775,8,3,23,1,2016,12,276,Friday
12/17/2016,89.75,5.99,2.66,4.15,59.95,10,0,6,1,2016,12,276,Saturday
12/18/2016,90.59,1.67,5.02,4.2,60.7,13,0,5,1,2016,12,276,Sunday
12/19/2016,0.00,0,0,0,0,0,0,0,0,2016,12,276,Monday
12/20/2016,74.99,6.33,3.66,4,46,12,2,1,0,2016,12,276,Tuesday
12/21/2016,54.90,1.34,2.812,0.25,37,5,0,6,2.5,2016,12,276,Wednesday
12/22/2016,56.71,4.34,4.165,3.8,38.4,1,0,5,0,2016,12,276,Thursday
12/23/2016,59.15,5.33,4.67,1.15,32,6,0,8,2,2016,12,276,Friday
12/24/2016,107.23,6.33,6.7,4.2,82,4,1,2,1,2016,12,276,Saturday
12/25/2016,105.46,2.33,7.627,5.7,79.8,0,0,9,1,2016,12,276,Sunday
12/26/2016,85.91,10.33,4.66,2,58.924,6,0,2,2,2016,12,276,Monday
12/27/2016,88.62,6,5,0.416666667,54.2,8,2,13,0,2016,12,276,Tuesday
12/28/2016,94.32,4.34,6.33,6.45,57.2,7,0,13,0,2016,12,276,Wednesday
12/29/2016,119.56,11,6.01,6.35,81.2,4,3,6,2,2016,12,276,Thursday
12/30/2016,198.95,5.66,8.99,7.3,161,13,0,3,0,2016,12,276,Friday
12/31/2016,151.24,8.33,7.759,7.45,108.7,7,0,12,0,2016,12,276,Saturday
01-01-2017,52.24,3.54375,3.95625,1.5625,25.675,8.75,1.875,6.25,0.625,2017,1,276,Sunday
01-02-2017,40.35,0.2125,0.6375,0.625,32,0,0.625,3.125,3.125,2017,1,276,Monday
01-03-2017,101.18,6.25,5.83125,4.625,66.8125,8.75,0,7.03125,1.875,2017,1,276,Tuesday
01-04-2017,95.13,6.804166667,5.970833333,6.416666667,56.76666667,10,1.25,5,2.916666667,2017,1,276,Wednesday
01-05-2017,111.13,7.504166667,7.879166667,5.208333333,62.20833333,14.58333333,0,11.25,2.5,2017,1,276,Thursday
01-06-2017,107.57,4.583333333,3.05,5.625,65.5625,10.83333333,0,15.41666667,2.5,2017,1,276,Friday
01-07-2017,59.90,2.916666667,5.154166667,5.958333333,34.625,8.75,0,2.5,0,2017,1,276,Saturday
01-08-2017,54.82,5.416666667,1.859583333,5.083333333,25.375,10,2.083333333,3.333333333,1.666666667,2017,1,276,Sunday
01-09-2017,79.99,3.8875,4.057083333,2.583333333,56.125,9.166666667,0.416666667,1.666666667,2.083333333,2017,1,276,Monday
01-10-2017,113.67,6.3875,4.73875,13.29166667,54.25,25,1.666666667,7.5,0.833333333,2017,1,276,Tuesday
01-11-2017,100.85,9.308333333,5.501666667,9.166666667,51.04166667,20,1.25,1.666666667,2.916666667,2017,1,276,Wednesday
01-12-2017,109.88,8.333333333,5.196666667,8.75,65.9375,14.16666667,1.25,4.583333333,1.666666667,2017,1,276,Thursday
1/13/2017,98.90,6.804166667,3.891666667,9.541666667,54.41666667,19.58333333,0,3.333333333,1.333333333,2017,1,276,Friday
1/14/2017,90.96,5.975,4.364583333,7.708333333,47.91666667,16.66666667,0.833333333,5.416666667,2.083333333,2017,1,276,Saturday
1/15/2017,86.62,8.05,6.525,9.083333333,38.79166667,15.41666667,0,7.5,1.25,2017,1,276,Sunday
1/16/2017,104.39,6.670833333,4.029166667,8.041666667,63.5625,12.5,0.416666667,7.083333333,2.083333333,2017,1,276,Monday
1/17/2017,86.36,7.225,4.139166667,5.291666667,48.45833333,13.33333333,1.666666667,3.75,2.5,2017,1,276,Tuesday
1/18/2017,88.23,6.741666667,4.445833333,6.5,45.95833333,16.66666667,1.25,5.833333333,0.833333333,2017,1,276,Wednesday
1/19/2017,77.95,5,5.7,7.833333333,37.75,15.83333333,0,2.5,3.333333333,2017,1,276,Thursday
1/20/2017,91.35,3.608333333,4.73875,4.125,37.625,23.33333333,2.916666667,12.5,2.5,2017,1,276,Friday
1/21/2017,87.47,5.695833333,2.4,4.583333333,50.20833333,15,2.083333333,4.583333333,2.916666667,2017,1,276,Saturday
1/22/2017,82.92,4.5125,5.0075,5.125,37.02083333,19.16666667,1.25,9.166666667,1.666666667,2017,1,276,Sunday
1/23/2017,78.52,5.1375,4.505,6.291666667,41.75,15.83333333,0.833333333,2.5,1.666666667,2017,1,276,Monday
1/24/2017,87.09,6.1125,5.770833333,10.95833333,40.08333333,11.25,0,10,2.916666667,2017,1,276,Tuesday
1/25/2017,108.62,7.779166667,5.108333333,7.666666667,51.1875,18.75,2.083333333,13.75,2.291666667,2017,1,276,Wednesday
1/26/2017,77.79,5.979166667,5.224583333,7.041666667,36.625,13.75,0.833333333,8.333333333,0,2017,1,276,Thursday
1/27/2017,97.33,7.85,7.54125,5.166666667,42.60916667,21.25,2.083333333,9.583333333,1.25,2017,1,276,Friday
1/28/2017,58.50,5.970833333,6.1125,2.25,32.08333333,9.166666667,0,1.666666667,1.25,2017,1,276,Saturday
1/29/2017,103.67,5.141666667,7.783333333,5.333333333,54.16666667,15.83333333,2.5,9.583333333,3.333333333,2017,1,276,Sunday
1/30/2017,88.69,8.058333333,5.61625,7,35.5175,17.08333333,4.166666667,7.083333333,4.166666667,2017,1,276,Monday
1/31/2017,77.53,4.441666667,4.254583333,2.833333333,47.25,13.33333333,0.833333333,2.916666667,1.666666667,2017,1,276,Tuesday
02-01-2017,71.90,7.375,5.188333333,6.041666667,31.625,10.83333333,0.416666667,8.333333333,2.083333333,2017,2,276,Wednesday
02-02-2017,73.95,8.195833333,6.211666667,6.416666667,42.29166667,9.166666667,0.416666667,0.416666667,0.833333333,2017,2,276,Thursday
02-03-2017,92.04,7.6375,6.255416667,9,42.90083333,15.83333333,2.5,7.083333333,0.833333333,2017,2,276,Friday
02-04-2017,68.24,7.779166667,4.166666667,4.416666667,27.70833333,12.08333333,0.833333333,7.5,3.75,2017,2,276,Saturday
02-05-2017,78.10,10.67,10.725,5,38.6,1,0,11,1.1,2017,2,276,Sunday
02-06-2017,42.40,10,5,4.4,13,3,2,5,0,2017,2,276,Monday
02-07-2017,32.63,3,0.33,3.5,13.8,3,0,7,2,2017,2,276,Tuesday
02-08-2017,71.67,11,1.67,4,36,7,0,10,2,2017,2,276,Wednesday
02-09-2017,37.14,3.9825,1.76,4,20.4,6,0,0,1,2017,2,276,Thursday
02-10-2017,42.30,4.01,3.34,4.75,23.2,5,0,2,0,2017,2,276,Friday
02-11-2017,45.15,5.33,6.32,5.1,12.4,11,1,1,3,2017,2,276,Saturday
02-12-2017,62.87,10,10.67,7.8,27.4,4,0,2,1,2017,2,276,Sunday
2/13/2017,0.00,0,0,0,0,0,0,0,0,2017,2,276,Monday
2/14/2017,35.43,4.33,5,2.1,22,0,0,1,1,2017,2,276,Tuesday
2/15/2017,32.87,6,2.67,2,19.2,1,0,1,1,2017,2,276,Wednesday
2/16/2017,45.92,3.66,4.66,1,31.6,2,0,0,3,2017,2,276,Thursday
2/17/2017,33.35,3,2.802,2.1,12.25,4,0,8,1.2,2017,2,276,Friday
2/18/2017,56.45,7,4,2.35,30,10,0,0,3.1,2017,2,276,Saturday
2/19/2017,32.06,3.34,3.516,2.2,13,1,0,8,1,2017,2,276,Sunday
2/20/2017,52.36,5,3.76,4.5,33.1,2,0,1,3,2017,2,276,Monday
2/21/2017,59.06,5,4.155,4,22.9,14,0,8,1,2017,2,276,Tuesday
2/22/2017,48.40,3.67,2.429,7.2,21.1,9,0,5,0,2017,2,276,Wednesday
2/23/2017,56.49,6.67,5.67,4.05,24.1,5,1,8,2,2017,2,276,Thursday
2/24/2017,58.47,1,4.67,4,29.8,10,1,7,1,2017,2,276,Friday
2/25/2017,50.47,6,6.34,5.25,24,6.875,0,2,0,2017,2,276,Saturday
2/26/2017,38.76,5.33,5.33,3.2,15.7,3,0,5,1.2,2017,2,276,Sunday
2/27/2017,55.75,5.67,3.68,7,16.4,14,0,7,2,2017,2,276,Monday
2/28/2017,73.26,5.34,5.02,7.5,26.4,9,2,18,0,2017,2,276,Tuesday
03-01-2017,52.76,4,4.66,5,15.1,17,0,5,2,2017,3,276,Wednesday
03-02-2017,33.13,5,7.13,3,13,1,1,1,2,2017,3,276,Thursday
03-03-2017,48.89,9,2.99,4,12.9,9,1,6,4,2017,3,276,Friday
03-04-2017,38.28,5.01,3.67,3.1,17,0,0,5,4.5,2017,3,276,Saturday
03-05-2017,69.56,12.33,4.33,5,33.9,3,0,6,5,2017,3,276,Sunday
03-06-2017,33.86,6.83,2.33,1.1,19.6,1,0,0,3,2017,3,276,Monday
03-07-2017,35.17,2.34,5.33,6.5,15,4,0,0,2,2017,3,276,Tuesday
03-08-2017,25.54,1,2.34,0,15.2,4,0,0,3,2017,3,276,Wednesday
03-09-2017,56.06,11.33,2.33,6,26.9,6,1,0,2.5,2017,3,276,Thursday
03-10-2017,47.23,2,4.33,4.6,26.3,8,1,0,1,2017,3,276,Friday
03-11-2017,48.00,6.33,4.066,6,20.1,2,1,5,3.5,2017,3,276,Saturday
03-12-2017,91.69,7.68,7.01,2,48,6,4,15,2,2017,3,276,Sunday
3/13/2017,35.51,2.33,0.68,2.7,17.8,2,0,10,0,2017,3,276,Monday
3/14/2017,33.01,2.67,1.34,3,15,5,0,5,1,2017,3,276,Tuesday
3/15/2017,26.46,3.66,1.703,2.5,14.6,4,0,0,0,2017,3,276,Wednesday
3/16/2017,51.01,6,4.056,4.75,28.2,4,0,1,3,2017,3,276,Thursday
3/17/2017,38.13,4.33,2.802,0,11,14,0,3,3,2017,3,276,Friday
3/18/2017,39.03,5,4.38,4.25,20.4,3,0,1,1,2017,3,276,Saturday
3/19/2017,65.79,10,3.693,2,39.1,3,0,5,3,2017,3,276,Sunday
3/20/2017,42.14,1.66,6.683,4.7,16.1,3,0,7,3,2017,3,276,Monday
3/21/2017,36.29,9.16,2.03,2.2,12.6,4,0,1,5.3,2017,3,276,Tuesday
3/22/2017,36.08,1.66,5.023,2,16.4,7,0,2,2,2017,3,276,Wednesday
3/23/2017,41.27,7.34,2.133,1,13.3,8,0,6,3.5,2017,3,276,Thursday
3/24/2017,39.77,1.67,3,4.5,12.3,7,0,5,6.3,2017,3,276,Friday
3/25/2017,56.79,10,5.49,1,33.3,3,0,0,4,2017,3,276,Saturday
3/26/2017,54.15,5.34,5.36,3.45,18,4,0,10,8,2017,3,276,Sunday
3/27/2017,36.60,4.84,3.463,3.5,14.8,5,0,1,4,2017,3,276,Monday
3/28/2017,54.34,2.67,2.67,7,22,14,0,0,6,2017,3,276,Tuesday
3/29/2017,39.08,6.34,1.34,4,12.9,3,0,7,4.5,2017,3,276,Wednesday
3/30/2017,29.52,1.33,2.693,5,9.5,9,0,0,2,2017,3,276,Thursday
3/31/2017,41.70,4,2,3.5,22.2,2,0,2,6,2017,3,276,Friday
04-01-2017,46.33,2.33,2,2,34,2,0,1,3,2017,4,276,Saturday
04-02-2017,63.29,6.67,4.223,4,23,4,0,9,12.4,2017,4,276,Sunday
04-03-2017,69.53,6.33,1,5.6,25.6,8,0,20,3,2017,4,276,Monday
04-04-2017,24.06,0.33,1.033,2.2,8,2,0,5,5.5,2017,4,276,Tuesday
04-05-2017,37.03,5,0.231,0.2,13.6,9,2,6,1,2017,4,276,Wednesday
04-06-2017,25.66,5,0.66,3.1,10.9,4,1,0,1,2017,4,276,Thursday
04-07-2017,40.50,3.5,4,2,16,5,0,5,5,2017,4,276,Friday
04-08-2017,61.32,7.51,8.759,2.05,23,3,0,11,6,2017,4,276,Saturday
04-09-2017,44.58,4.99,5.34,8.25,22,3,0,0,1,2017,4,276,Sunday
04-10-2017,47.57,8.66,1.363,1.05,27.5,1,0,4,4,2017,4,276,Monday
04-11-2017,43.33,4,2.33,3,17,5,0,11,1,2017,4,276,Tuesday
04-12-2017,55.66,11.99,3.32,3.35,11,10,2,10,4,2017,4,276,Wednesday
4/13/2017,48.34,5,2.439,2,30.9,1,0,2,5,2017,4,276,Thursday
4/14/2017,53.32,7.34,4.98,5,13,3,0,16,4,2017,4,276,Friday
4/15/2017,65.59,11.67,1.472,4,27.25,1,0,15,5.2,2017,4,276,Saturday
4/16/2017,0.00,0,0,0,0,0,0,0,0,2017,4,276,Sunday
4/17/2017,35.29,4,3.99,1.9,18.4,1,0,5,1,2017,4,276,Monday
4/18/2017,46.70,7.33,4.67,6.3,15.4,8,1,2,2,2017,4,276,Tuesday
4/19/2017,26.41,1,3.406,5,14,2,0,0,1,2017,4,276,Wednesday
4/20/2017,40.39,4.66,2.33,5,9.4,10,0,7,2,2017,4,276,Thursday
4/21/2017,45.29,3.67,2.34,2.4,29,3,0,1.875,3,2017,4,276,Friday
4/22/2017,40.10,2.64,4.66,2.8,19,7,1,1,2,2017,4,276,Saturday
4/23/2017,56.52,9,5.416,3.6,25.5,7,0,1,5,2017,4,276,Sunday
4/24/2017,49.29,9.33,3.81,8,13.15,9,0,1,5,2017,4,276,Monday
4/25/2017,72.19,8,2.99,2.2,24,4,0,26,5,2017,4,276,Tuesday
4/26/2017,33.00,3,4,3.5,10.2,3,0,1,8.3,2017,4,276,Wednesday
4/27/2017,41.37,3.33,3.737,2.3,11,10,1,0,10,2017,4,276,Thursday
4/28/2017,43.50,3.33,3.67,5.1,15.4,2,0,7,7,2017,4,276,Friday
4/29/2017,44.30,5,9,2.3,15,3,1,1,8,2017,4,276,Saturday
4/30/2017,41.35,1,4.046,2.3,18,2,0,12,2,2017,4,276,Sunday
05-01-2017,4.54,0.34,1,1,1.2,0,0,0,1,2017,5,276,Monday
05-02-2017,48.03,2,6.033,1,23,5,0,6,5,2017,5,276,Tuesday
05-03-2017,56.87,1.33,3.34,6,18.2,6,0,20,2,2017,5,276,Wednesday
05-04-2017,34.03,5.67,5.66,1,11.6,4,0,2,4.1,2017,5,276,Thursday
05-05-2017,38.42,2.34,5.33,1.15,6.6,8,0,12,3,2017,5,276,Friday
05-06-2017,38.09,7.33,2.363,4.4,14,4,0,0,6,2017,5,276,Saturday
05-07-2017,43.75,6.33,3.67,4.5,18.25,3,0,4,4,2017,5,276,Sunday
05-08-2017,32.59,2.33,3.66,1,8,8,3,1,5.6,2017,5,276,Monday
05-09-2017,35.43,7.33,4,4.1,11,4,0,2,3,2017,5,276,Tuesday
05-10-2017,58.06,8.66,0.397,9,15,4,0,14,7,2017,5,276,Wednesday
05-11-2017,50.69,6,6.693,3,16,6,2,1,10,2017,5,276,Thursday
05-12-2017,51.09,4.99,4.703,6,16.4,4,9,0,6,2017,5,276,Friday
5/13/2017,37.36,5,2.363,6,12,4,0,1,7,2017,5,276,Saturday
5/14/2017,54.20,4.67,2.076,2.85,31.5,6,0,5,2.1,2017,5,276,Sunday
5/15/2017,42.04,5.34,4.703,2,17,0,3,3,7,2017,5,276,Monday
5/16/2017,40.69,2.33,5.66,1.5,16.2,2,0,6,7,2017,5,276,Tuesday
5/17/2017,27.18,6.34,4.84,0,9,5,0,0,2,2017,5,276,Wednesday
5/18/2017,47.54,3.33,5.01,4,28.2,4,0,0,3,2017,5,276,Thursday
5/19/2017,62.58,4.34,3.44,2.2,31.6,11,0,0,10,2017,5,276,Friday
5/20/2017,42.35,3.99,4.713,0.25,16.4,5,0,6,6,2017,5,276,Saturday
5/21/2017,63.49,6,3.043,1.25,32.2,5,0,12,4,2017,5,276,Sunday
5/22/2017,56.47,5.33,1.34,4.4,22.4,5,0,7,11,2017,5,276,Monday
5/23/2017,39.41,3,2.406,5,11,9,0,2,7,2017,5,276,Tuesday
5/24/2017,44.93,6.68,3.34,3,14.2,9,0,4,4.71,2017,5,276,Wednesday
5/25/2017,40.52,5.66,5.36,2,18.2,3,0,2,4.3,2017,5,276,Thursday
