Row Labels,Sum of Sales
CA-2018-154214,2.91
20-03-2018,2.91
CA-2018-154410,909.12
21-10-2018,909.12
CA-2018-154466,3.6
01-01-2018,3.6
CA-2018-154501,9.78
30-04-2018,9.78
CA-2018-154676,151.056
05-08-2018,151.056
CA-2018-154718,6
19-01-2018,6
CA-2018-154732,16.03
05-11-2018,16.03
CA-2018-154760,274.491
09-01-2018,274.491
CA-2018-154809,90.64
13-02-2018,90.64
CA-2018-154816,5.78
06-11-2018,5.78
CA-2018-154907,205.3328
31-03-2018,205.3328
CA-2018-154935,17.88
24-12-2018,17.88
CA-2018-154949,14.73
15-10-2018,14.73
CA-2018-155047,5.952
27-08-2018,5.952
CA-2018-155075,631.176
02-12-2018,631.176
CA-2018-155089,45.66
02-12-2018,45.66
CA-2018-155152,252
07-07-2018,252
CA-2018-155159,48.87
25-11-2018,48.87
CA-2018-155292,204.98
30-10-2018,204.98
CA-2018-155362,32.56
17-12-2018,32.56
CA-2018-155376,839.43
22-12-2018,839.43
CA-2018-155460,901.2
13-04-2018,901.2
CA-2018-155558,26.15
26-10-2018,26.15
CA-2018-155607,152.074
26-11-2018,152.074
CA-2018-155621,274.2
08-11-2018,274.2
CA-2018-155642,24.5
18-05-2018,24.5
CA-2018-155698,668.54
08-03-2018,668.54
CA-2018-155705,866.4
21-08-2018,866.4
CA-2018-155712,107.648
02-03-2018,107.648
CA-2018-155740,76.776
30-07-2018,76.776
CA-2018-155824,61.876
10-03-2018,61.876
CA-2018-155873,228.28
16-06-2018,228.28
CA-2018-155880,1986.52
25-03-2018,1986.52
CA-2018-155929,6.368
09-09-2018,6.368
CA-2018-155936,3.036
22-06-2018,3.036
CA-2018-155957,265.408
26-11-2018,265.408
CA-2018-155985,211.84
23-03-2018,211.84
CA-2018-156237,517.257
14-09-2018,517.257
CA-2018-156272,64.384
21-03-2018,64.384
CA-2018-156363,64.38
22-10-2018,64.38
CA-2018-156391,2.224
26-09-2018,2.224
CA-2018-156412,5.346
04-12-2018,5.346
CA-2018-156622,248.481
23-11-2018,248.481
CA-2018-156664,233.532
18-12-2018,233.532
CA-2018-156720,3.024
30-12-2018,3.024
CA-2018-156769,54.66
06-05-2018,54.66
CA-2018-156776,2563.314
07-08-2018,2563.314
CA-2018-156818,132.6
11-07-2018,132.6
CA-2018-156895,128.058
08-05-2018,128.058
CA-2018-156951,643.52
01-10-2018,643.52
CA-2018-156958,497.044
05-12-2018,497.044
CA-2018-157091,526.45
26-06-2018,526.45
CA-2018-157112,17.104
23-04-2018,17.104
CA-2018-157196,12.96
05-11-2018,12.96
CA-2018-157252,207.846
20-01-2018,207.846
CA-2018-157273,604.768
30-01-2018,604.768
CA-2018-157350,64.96
26-08-2018,64.96
CA-2018-157413,324.744
01-06-2018,324.744
CA-2018-157420,55.176
21-11-2018,55.176
CA-2018-157448,132.36
16-11-2018,132.36
CA-2018-157469,170.916
02-12-2018,170.916
CA-2018-157483,181.86
11-11-2018,181.86
CA-2018-157651,14.2
10-12-2018,14.2
CA-2018-157672,63.824
05-10-2018,63.824
CA-2018-157833,51.312
17-06-2018,51.312
CA-2018-157854,2747.25
08-04-2018,2747.25
CA-2018-157903,383.84
04-04-2018,383.84
CA-2018-157931,830.24
17-09-2018,830.24
CA-2018-157966,1358.866
13-03-2018,1358.866
CA-2018-157980,127.984
07-12-2018,127.984
CA-2018-157987,2255.868
02-09-2018,2255.868
CA-2018-158036,9.096
08-09-2018,9.096
CA-2018-158071,115.916
10-06-2018,115.916
CA-2018-158106,8.64
04-06-2018,8.64
CA-2018-158120,23.766
17-11-2018,23.766
CA-2018-158169,597.86
12-08-2018,597.86
CA-2018-158246,215.976
09-11-2018,215.976
CA-2018-158344,63.96
07-08-2018,63.96
CA-2018-158379,4749.327
22-09-2018,4749.327
CA-2018-158386,124.75
16-10-2018,124.75
CA-2018-158407,103.968
04-06-2018,103.968
CA-2018-158561,1158.12
11-11-2018,1158.12
CA-2018-158673,209.7
29-12-2018,209.7
CA-2018-158722,45.528
20-10-2018,45.528
CA-2018-158729,1665.62
19-12-2018,1665.62
CA-2018-158736,5.76
18-12-2018,5.76
CA-2018-158743,199.17
20-10-2018,199.17
CA-2018-158876,138.696
19-11-2018,138.696
CA-2018-158883,25.344
02-06-2018,25.344
CA-2018-158953,6.37
04-06-2018,6.37
CA-2018-158967,19.104
10-12-2018,19.104
CA-2018-159100,1893.786
16-10-2018,1893.786
CA-2018-159107,2.88
24-06-2018,2.88
CA-2018-159135,4.3
04-11-2018,4.3
CA-2018-159149,702.8424
17-02-2018,702.8424
CA-2018-159156,629.95
13-11-2018,629.95
CA-2018-159226,344.981
25-04-2018,344.981
CA-2018-159282,599.985
16-10-2018,599.985
CA-2018-159352,69.93
12-03-2018,69.93
CA-2018-159366,3059.982
07-01-2018,3059.982
CA-2018-159457,16.68
19-10-2018,16.68
CA-2018-159464,524.85
18-05-2018,524.85
CA-2018-159506,656.22
27-11-2018,656.22
CA-2018-159597,163.55
09-11-2018,163.55
CA-2018-159604,8.76
14-04-2018,8.76
CA-2018-159667,691.144
09-11-2018,691.144
CA-2018-159688,79.99
07-05-2018,79.99
CA-2018-159793,130.98
25-08-2018,130.98
CA-2018-159884,19.12
31-08-2018,19.12
CA-2018-159954,2.78
10-09-2018,2.78
CA-2018-160017,10.368
28-09-2018,10.368
CA-2018-160031,74.352
04-12-2018,74.352
CA-2018-160045,1.988
26-04-2018,1.988
CA-2018-160087,23.832
18-03-2018,23.832
CA-2018-160122,182.97
18-11-2018,182.97
CA-2018-160325,829.83
24-09-2018,829.83
CA-2018-160416,163.96
13-11-2018,163.96
CA-2018-160423,383.992
21-01-2018,383.992
CA-2018-160458,25.92
27-05-2018,25.92
CA-2018-160514,10.56
12-11-2018,10.56
CA-2018-160633,1126.294
16-11-2018,1126.294
CA-2018-160661,21.93
28-10-2018,21.93
CA-2018-160724,34.5
05-05-2018,34.5
CA-2018-160801,4.842
19-09-2018,4.842
CA-2018-160885,2479.96
02-12-2018,2479.96
CA-2018-160899,477.51
11-08-2018,477.51
CA-2018-160934,21.4
15-01-2018,21.4
CA-2018-160962,15.232
28-04-2018,15.232
CA-2018-160983,46.96
29-10-2018,46.96
CA-2018-161018,96.53
09-11-2018,96.53
CA-2018-161046,839.25
05-03-2018,839.25
CA-2018-161053,726.91
22-09-2018,726.91
CA-2018-161067,697.525
03-09-2018,697.525
CA-2018-161088,29.84
25-05-2018,29.84
CA-2018-161102,93.52
31-07-2018,93.52
CA-2018-161130,361.376
03-11-2018,361.376
CA-2018-161172,315.041
16-03-2018,315.041
CA-2018-161200,161.14
06-08-2018,161.14
CA-2018-161333,272.1
02-02-2018,272.1
CA-2018-161340,129.832
28-05-2018,129.832
CA-2018-161410,904.116
26-06-2018,904.116
CA-2018-161459,74.04
25-11-2018,74.04
CA-2018-161480,191.984
25-12-2018,191.984
CA-2018-161557,108.4
03-09-2018,108.4
CA-2018-161578,172.26
16-12-2018,172.26
CA-2018-161592,8.1
06-04-2018,8.1
CA-2018-161655,299.52
13-05-2018,299.52
CA-2018-161739,341.96
10-11-2018,341.96
CA-2018-161774,1078.438
14-05-2018,1078.438
CA-2018-161809,160.776
20-01-2018,160.776
CA-2018-161823,5.96
03-09-2018,5.96
CA-2018-161851,15.57
15-04-2018,15.57
CA-2018-161893,100.922
23-01-2018,100.922
CA-2018-161956,2971.792
27-08-2018,2971.792
CA-2018-161970,30.9
22-09-2018,30.9
CA-2018-161984,14.77
10-04-2018,14.77
CA-2018-162015,1455.55
11-07-2018,1455.55
CA-2018-162033,57.01
26-03-2018,57.01
CA-2018-162075,537.544
18-03-2018,537.544
CA-2018-162096,7.8
10-11-2018,7.8
CA-2018-162173,608.43
26-10-2018,608.43
CA-2018-162250,7.78
24-11-2018,7.78
CA-2018-162474,7.992
13-03-2018,7.992
CA-2018-162481,278.23
25-09-2018,278.23
CA-2018-162565,608.552
11-12-2018,608.552
CA-2018-162572,130.568
25-09-2018,130.568
CA-2018-162635,10.816
09-10-2018,10.816
CA-2018-162691,1476.27
01-08-2018,1476.27
CA-2018-162712,74.352
18-06-2018,74.352
CA-2018-162789,1083.07
22-09-2018,1083.07
CA-2018-162880,3.856
25-12-2018,3.856
CA-2018-162929,54.64
19-11-2018,54.64
CA-2018-162936,23.18
18-08-2018,23.18
CA-2018-162978,502.474
04-05-2018,502.474
CA-2018-163006,1584.866
30-06-2018,1584.866
CA-2018-163020,35.56
15-09-2018,35.56
CA-2018-163069,9.912
18-08-2018,9.912
CA-2018-163097,120.576
27-08-2018,120.576
CA-2018-163125,321.202
09-10-2018,321.202
CA-2018-163139,259.44
01-12-2018,259.44
CA-2018-163160,170.572
13-10-2018,170.572
CA-2018-163188,38.16
07-11-2018,38.16
CA-2018-163209,48.88
03-05-2018,48.88
CA-2018-163265,705.002
16-02-2018,705.002
CA-2018-163321,79.992
07-08-2018,79.992
CA-2018-163335,79
24-09-2018,79
CA-2018-163405,12.51
21-12-2018,12.51
CA-2018-163510,400.39
25-12-2018,400.39
CA-2018-163531,239.97
26-06-2018,239.97
CA-2018-163671,21.312
24-12-2018,21.312
CA-2018-163692,7.857
07-09-2018,7.857
CA-2018-163818,19.98
04-10-2018,19.98
CA-2018-163860,125.98
28-12-2018,125.98
CA-2018-163874,26.352
10-11-2018,26.352
CA-2018-163902,676.716
02-03-2018,676.716
CA-2018-163979,725.84
28-12-2018,725.84
CA-2018-164000,18.704
18-12-2018,18.704
CA-2018-164042,70.148
23-05-2018,70.148
CA-2018-164049,23.85
02-11-2018,23.85
CA-2018-164098,18.16
26-01-2018,18.16
CA-2018-164112,1085.42
30-06-2018,1085.42
CA-2018-164168,256.36
12-11-2018,256.36
CA-2018-164329,129.3
30-01-2018,129.3
CA-2018-164364,47.1
12-11-2018,47.1
CA-2018-164378,729.396
15-07-2018,729.396
CA-2018-164707,287.326
18-02-2018,287.326
CA-2018-164756,997.83
18-09-2018,997.83
CA-2018-164819,13.05
15-10-2018,13.05
CA-2018-164826,134.524
28-12-2018,134.524
CA-2018-164917,47.96
02-12-2018,47.96
CA-2018-164959,8.67
11-07-2018,8.67
CA-2018-165008,295.056
15-09-2018,295.056
CA-2018-165029,12.84
26-11-2018,12.84
CA-2018-165099,1.392
11-12-2018,1.392
CA-2018-165155,15.51
21-09-2018,15.51
CA-2018-165204,728.968
13-11-2018,728.968
CA-2018-165323,3505.84
17-06-2018,3505.84
CA-2018-165386,183.372
03-08-2018,183.372
CA-2018-165491,265.93
20-03-2018,265.93
CA-2018-165603,62.92
17-10-2018,62.92
CA-2018-165687,35.04
17-11-2018,35.04
CA-2018-165715,32.776
02-12-2018,32.776
CA-2018-165757,50.415
22-06-2018,50.415
CA-2018-165841,517.91
21-12-2018,517.91
CA-2018-165904,235.44
07-04-2018,235.44
CA-2018-166093,3397.732
17-08-2018,3397.732
CA-2018-166128,241.81
11-04-2018,241.81
CA-2018-166142,336.993
15-07-2018,336.993
CA-2018-166184,724.846
24-03-2018,724.846
CA-2018-166198,174.14
21-04-2018,174.14
CA-2018-166296,314.55
13-03-2018,314.55
CA-2018-166317,438.01
22-09-2018,438.01
CA-2018-166415,11.22
19-02-2018,11.22
CA-2018-166436,983.172
24-11-2018,983.172
CA-2018-166576,221.024
16-05-2018,221.024
CA-2018-166695,868.452
20-05-2018,868.452
CA-2018-166709,10499.97
17-11-2018,10499.97
CA-2018-166835,221.024
12-11-2018,221.024
CA-2018-166849,44.4
20-04-2018,44.4
CA-2018-166856,111.42
18-09-2018,111.42
CA-2018-166898,163.392
11-09-2018,163.392
CA-2018-166919,195.96
23-11-2018,195.96
CA-2018-166926,183.82
01-12-2018,183.82
CA-2018-166933,1.81
24-04-2018,1.81
CA-2018-167003,171.288
23-05-2018,171.288
CA-2018-167017,4.36
23-11-2018,4.36
CA-2018-167080,8.4
10-06-2018,8.4
CA-2018-167094,512.064
21-10-2018,512.064
CA-2018-167101,247.92
24-03-2018,247.92
CA-2018-167150,85.504
10-12-2018,85.504
CA-2018-167227,95.66
02-11-2018,95.66
CA-2018-167381,269.68
22-09-2018,269.68
CA-2018-167395,1271.17
02-12-2018,1271.17
CA-2018-167542,17.544
13-08-2018,17.544
CA-2018-167549,298.116
25-07-2018,298.116
CA-2018-167626,109.704
03-09-2018,109.704
CA-2018-167640,528.714
06-03-2018,528.714
CA-2018-167661,121.816
05-10-2018,121.816
CA-2018-167668,59.2
06-05-2018,59.2
CA-2018-167703,290.781
03-02-2018,290.781
CA-2018-167752,1958.544
15-01-2018,1958.544
CA-2018-167871,47.328
18-11-2018,47.328
CA-2018-167899,538.02
21-05-2018,538.02
CA-2018-167913,356.65
30-07-2018,356.65
CA-2018-167941,831.368
06-11-2018,831.368
CA-2018-167976,25.5
11-11-2018,25.5
CA-2018-168102,113.568
24-04-2018,113.568
CA-2018-168109,4150.972
03-07-2018,4150.972
CA-2018-168123,375.71
05-03-2018,375.71
CA-2018-168172,70.12
06-08-2018,70.12
CA-2018-168179,19.44
02-11-2018,19.44
CA-2018-168193,98.35
06-03-2018,98.35
CA-2018-168228,183.61
27-04-2018,183.61
CA-2018-168389,873.811
11-12-2018,873.811
CA-2018-168396,175.71
03-08-2018,175.71
CA-2018-168403,42.28
09-09-2018,42.28
CA-2018-168641,518.868
24-11-2018,518.868
CA-2018-168655,674.872
12-10-2018,674.872
CA-2018-168739,65.424
29-05-2018,65.424
CA-2018-168837,9.46
14-10-2018,9.46
CA-2018-168858,2521.48
19-11-2018,2521.48
CA-2018-168900,2.313
04-05-2018,2.313
CA-2018-168942,186.54
01-08-2018,186.54
CA-2018-169005,5.56
02-11-2018,5.56
CA-2018-169012,41.91
10-07-2018,41.91
CA-2018-169054,254.352
22-04-2018,254.352
CA-2018-169124,129.39
03-07-2018,129.39
CA-2018-169264,22.44
14-08-2018,22.44
CA-2018-169285,283.18
21-03-2018,283.18
CA-2018-169362,39.984
12-10-2018,39.984
CA-2018-169404,103.48
09-04-2018,103.48
CA-2018-169411,37.93
24-12-2018,37.93
CA-2018-169439,92.032
09-09-2018,92.032
CA-2018-169474,32.67
04-02-2018,32.67
CA-2018-169691,146.89
15-06-2018,146.89
CA-2018-169810,20.23
25-07-2018,20.23
CA-2018-169817,1.908
21-09-2018,1.908
CA-2018-169859,134.91
14-12-2018,134.91
CA-2018-169894,436.596
24-11-2018,436.596
CA-2018-169901,47.976
15-06-2018,47.976
CA-2018-169929,39.9
25-09-2018,39.9
CA-2018-169978,286.14
24-12-2018,286.14
US-2015-100279,22.38
10-03-2015,22.38
US-2015-100853,72.608
14-09-2015,72.608
US-2015-102071,235.77
09-05-2015,235.77
US-2015-102631,94.428
13-12-2015,94.428
US-2015-102715,737.2
11-04-2015,737.2
US-2015-103338,7.98
11-03-2015,7.98
US-2015-103905,68.204
14-07-2015,68.204
US-2015-104759,88.118
31-03-2015,88.118
US-2015-105137,120.258
10-10-2015,120.258
US-2015-105151,10.5
30-03-2015,10.5
US-2015-105767,79.638
23-05-2015,79.638
US-2015-106299,886.28
02-08-2015,886.28
US-2015-106334,243.12
27-12-2015,243.12
US-2015-106992,5579.94
19-09-2015,5579.94
US-2015-107405,16.272
21-03-2015,16.272
US-2015-107699,57.42
19-05-2015,57.42
US-2015-107993,51.016
25-11-2015,51.016
US-2015-109036,31.05
20-12-2015,31.05
US-2015-109162,170.352
08-06-2015,170.352
US-2015-109456,194.322
16-10-2015,194.322
US-2015-110674,129.568
12-02-2015,129.568
US-2015-111171,8.69
26-12-2015,8.69
US-2015-111353,25.06
29-11-2015,25.06
US-2015-112200,9.98
22-11-2015,9.98
US-2015-112564,2.502
23-04-2015,2.502
US-2015-112795,19.44
23-08-2015,19.44
US-2015-112872,328.914
06-12-2015,328.914
US-2015-112914,340.3128
25-09-2015,340.3128
US-2015-112949,475.42
20-06-2015,475.42
US-2015-112991,455.632
10-12-2015,455.632
US-2015-113124,129.3
30-03-2015,129.3
US-2015-114188,211.66
20-05-2015,211.66
US-2015-114377,149.9
05-11-2015,149.9
US-2015-115189,775.728
30-12-2015,775.728
US-2015-115196,1299.99
09-09-2015,1299.99
US-2015-115413,158.61
26-08-2015,158.61
US-2015-115987,51.184
08-09-2015,51.184
US-2015-117058,17.46
27-05-2015,17.46
US-2015-117135,425.67
21-06-2015,425.67
US-2015-117163,426.67
27-01-2015,426.67
US-2015-117170,52.608
17-09-2015,52.608
US-2015-117744,114.784
02-12-2015,114.784
US-2015-117968,1217.38
05-08-2015,1217.38
US-2015-118486,281.852
06-04-2015,281.852
US-2015-118997,1215.92
08-04-2015,1215.92
US-2015-119081,787.85
12-09-2015,787.85
US-2015-119137,1520.376
23-07-2015,1520.376
US-2015-120175,64.02
28-11-2015,64.02
US-2015-120236,7.68
03-09-2015,7.68
US-2015-120313,73.584
31-10-2015,73.584
US-2015-120740,294.72
15-04-2015,294.72
US-2015-121566,9.288
30-06-2015,9.288
US-2015-121734,9.584
11-04-2015,9.584
US-2015-122021,191.34
15-10-2015,191.34
US-2015-122959,210.392
12-12-2015,210.392
US-2015-123183,1271.42
19-11-2015,1271.42
US-2015-123519,403.114
14-12-2015,403.114
US-2015-124625,89.97
03-11-2015,89.97
US-2015-125521,1139.92
14-03-2015,1139.92
US-2015-126340,333.576
08-11-2015,333.576
US-2015-126571,483.336
11-10-2015,483.336
US-2015-127635,31.408
14-09-2015,31.408
US-2015-127978,362.242
03-03-2015,362.242
US-2015-128685,7.184
04-04-2015,7.184
US-2015-129609,16.28
22-03-2015,16.28
US-2015-130358,23.12
23-06-2015,23.12
US-2015-130379,104.92
25-05-2015,104.92
US-2015-131275,3247.158
18-03-2015,3247.158
US-2015-131870,91.488
09-09-2015,91.488
US-2015-131982,107.648
07-03-2015,107.648
US-2015-132745,4.71
01-10-2015,4.71
US-2015-133130,685.9
27-09-2015,685.9
US-2015-133949,475.944
31-12-2015,475.944
US-2015-134054,255.85
10-10-2015,255.85
US-2015-134187,2.94
04-11-2015,2.94
US-2015-134614,617.7
20-09-2015,617.7
US-2015-134712,12.624
29-11-2015,12.624
US-2015-134733,519.983
23-09-2015,519.983
US-2015-134971,12.462
07-06-2015,12.462
US-2015-135881,231.16
23-05-2015,231.16
US-2015-135972,2046.354
21-09-2015,2046.354
US-2015-137155,733.56
01-11-2015,733.56
US-2015-137680,55.672
24-02-2015,55.672
US-2015-137869,1190.84
28-03-2015,1190.84
US-2015-138247,1461.172
24-12-2015,1461.172
US-2015-138758,241.194
07-07-2015,241.194
US-2015-138828,72.69
02-09-2015,72.69
US-2015-138835,9.64
10-09-2015,9.64
US-2015-139500,37.296
16-11-2015,37.296
US-2015-140116,719.576
10-03-2015,719.576
US-2015-140452,314.55
06-12-2015,314.55
US-2015-140914,808.928
11-11-2015,808.928
US-2015-141215,906.43
15-06-2015,906.43
US-2015-141257,585.552
08-06-2015,585.552
US-2015-143231,177.17
31-12-2015,177.17
US-2015-143581,344.91
19-08-2015,344.91
US-2015-143707,5.94
01-03-2015,5.94
US-2015-143721,155.372
23-11-2015,155.372
US-2015-144078,1272.704
25-11-2015,1272.704
US-2015-146353,292.82
14-10-2015,292.82
US-2015-147606,19.3
26-11-2015,19.3
US-2015-147627,1859.4
20-01-2015,1859.4
US-2015-147648,81.98
26-11-2015,81.98
US-2015-147704,308.6
16-11-2015,308.6
US-2015-147774,67.194
20-01-2015,67.194
US-2015-148194,69.86
04-05-2015,69.86
US-2015-148838,3455.13
17-03-2015,3455.13
US-2015-149034,47.496
19-11-2015,47.496
US-2015-150119,592.568
23-04-2015,592.568
US-2015-150126,65.78
27-07-2015,65.78
US-2015-150434,455.23
19-07-2015,455.23
US-2015-150532,55.92
14-07-2015,55.92
US-2015-150574,252.612
19-12-2015,252.612
US-2015-150924,5.18
12-09-2015,5.18
US-2015-151015,344.274
14-10-2015,344.274
US-2015-151925,145.568
26-09-2015,145.568
US-2015-152030,600.558
26-12-2015,600.558
US-2015-152723,0.876
26-09-2015,0.876
US-2015-154655,22.24
12-10-2015,22.24
US-2015-154879,113.72
06-05-2015,113.72
US-2015-155502,944.61
26-01-2015,944.61
US-2015-155544,310.528
21-03-2015,310.528
US-2015-155817,67.76
03-10-2015,67.76
US-2015-155894,123.552
26-07-2015,123.552
US-2015-156216,18.648
13-09-2015,18.648
US-2015-156559,638.82
19-08-2015,638.82
US-2015-157021,46.688
01-04-2015,46.688
US-2015-157070,204.08
01-06-2015,204.08
US-2015-157385,1037.19
23-11-2015,1037.19
US-2015-157406,16.608
25-04-2015,16.608
US-2015-157847,60.208
02-04-2015,60.208
US-2015-158057,59.109
22-03-2015,59.109
US-2015-158365,32.4
12-04-2015,32.4
US-2015-158400,49.408
25-10-2015,49.408
US-2015-158638,5.892
17-09-2015,5.892
US-2015-159611,300.512
27-12-2015,300.512
US-2015-159618,203.1212
12-11-2015,203.1212
US-2015-159926,730.009
18-11-2015,730.009
US-2015-160444,502.2
05-07-2015,502.2
US-2015-160780,36.252
21-06-2015,36.252
US-2015-161305,38.572
06-06-2015,38.572
US-2015-161613,674.058
01-12-2015,674.058
US-2015-163146,56.4
16-05-2015,56.4
US-2015-163797,49.792
08-04-2015,49.792
US-2015-164616,85.96
19-08-2015,85.96
US-2015-164644,26.632
22-07-2015,26.632
US-2015-164763,103.5
17-03-2015,103.5
US-2015-165589,25.16
18-02-2015,25.16
US-2015-165659,904.13
01-06-2015,904.13
US-2015-165862,351.216
13-07-2015,351.216
US-2015-166310,8.544
21-09-2015,8.544
US-2015-166828,11.56
22-08-2015,11.56
US-2015-167262,742.336
31-10-2015,742.336
US-2015-167633,15.552
30-09-2015,15.552
US-2015-167738,435.132
24-12-2015,435.132
US-2015-168501,269.592
21-11-2015,269.592
US-2015-169390,64.96
07-02-2015,64.96
US-2015-169789,551.985
30-12-2015,551.985
US-2016-100069,269.98
29-06-2016,269.98
US-2016-100377,2799.96
28-08-2016,2799.96
US-2016-100531,39.368
27-09-2016,39.368
US-2016-101399,254.744
17-01-2016,254.744
US-2016-101511,412.682
21-11-2016,412.682
US-2016-103471,604.098
24-12-2016,604.098
US-2016-103996,295.68
29-03-2016,295.68
US-2016-104185,120.33
03-09-2016,120.33
US-2016-104430,5.176
22-10-2016,5.176
US-2016-105676,6.688
01-12-2016,6.688
US-2016-106495,11.672
15-06-2016,11.672
US-2016-106873,54.24
24-09-2016,54.24
US-2016-107349,41.568
13-07-2016,41.568
US-2016-107944,432.69
23-03-2016,432.69
US-2016-108966,979.9455
11-10-2016,979.9455
US-2016-109015,346.37
06-09-2016,346.37
US-2016-110163,7.88
01-11-2016,7.88
US-2016-110261,158.376
19-12-2016,158.376
US-2016-110569,140.986
23-05-2016,140.986
US-2016-111927,96.1
14-11-2016,96.1
US-2016-112508,6.992
24-03-2016,6.992
US-2016-113327,352.168
26-05-2016,352.168
US-2016-113593,115.44
18-04-2016,115.44
US-2016-114741,1347.27
06-12-2016,1347.27
US-2016-114839,408.422
26-04-2016,408.422
US-2016-115238,281.16
30-04-2016,281.16
US-2016-115343,673.576
22-09-2016,673.576
US-2016-117184,47.368
17-05-2016,47.368
US-2016-117492,77.58
07-08-2016,77.58
US-2016-118766,8.424
15-10-2016,8.424
US-2016-118906,89.82
10-03-2016,89.82
US-2016-118983,71.354
22-11-2016,71.354
US-2016-119312,270.34
02-10-2016,270.34
US-2016-120161,646.776
18-12-2016,646.776
US-2016-120502,372.096
13-04-2016,372.096
US-2016-120572,12.828
11-12-2016,12.828
US-2016-120712,88.8
20-12-2016,88.8
US-2016-120957,12.96
07-12-2016,12.96
US-2016-122140,130.288
02-04-2016,130.288
US-2016-122784,1454.838
20-07-2016,1454.838
US-2016-122910,201.584
12-05-2016,201.584
US-2016-123218,775.01
20-12-2016,775.01
US-2016-123918,136.72
15-10-2016,136.72
US-2016-123960,207.82
11-06-2016,207.82
US-2016-124219,241.34
07-08-2016,241.34
US-2016-125374,107.772
23-03-2016,107.772
US-2016-126214,1717.97
21-12-2016,1717.97
US-2016-126235,17.14
15-10-2016,17.14
US-2016-126753,832.446
16-08-2016,832.446
US-2016-126977,7678.228
17-09-2016,7678.228
US-2016-127040,1782.17
06-12-2016,1782.17
US-2016-128090,2200.328
16-08-2016,2200.328
US-2016-128587,4909.61
24-12-2016,4909.61
US-2016-129553,29.97
27-07-2016,29.97
US-2016-129637,234.688
17-12-2016,234.688
US-2016-130491,21.11
08-02-2016,21.11
US-2016-130512,837.444
21-08-2016,837.444
US-2016-130519,111.904
15-09-2016,111.904
US-2016-131359,603.434
30-10-2016,603.434
US-2016-131842,97.424
05-12-2016,97.424
US-2016-132836,774.47
01-06-2016,774.47
US-2016-134026,1001.76
26-04-2016,1001.76
US-2016-134271,21.93
18-04-2016,21.93
US-2016-134558,3332.974
19-12-2016,3332.974
US-2016-136259,34.418
05-11-2016,34.418
US-2016-136427,125.944
20-06-2016,125.944
US-2016-136476,157.794
05-04-2016,157.794
US-2016-136749,433.78
25-12-2016,433.78
US-2016-136987,692.728
11-04-2016,692.728
US-2016-137008,235.97
02-10-2016,235.97
US-2016-137533,20.736
18-12-2016,20.736
US-2016-137960,166.24
18-12-2016,166.24
US-2016-138093,776.44
10-12-2016,776.44
US-2016-138121,1233.61
17-12-2016,1233.61
US-2016-138303,755.096
03-09-2016,755.096
US-2016-138716,25.032
17-09-2016,25.032
US-2016-138919,344.22
17-09-2016,344.22
US-2016-139675,1242.896
13-03-2016,1242.896
US-2016-139759,146.744
25-08-2016,146.744
US-2016-140200,393.165
26-07-2016,393.165
US-2016-140851,38.88
13-07-2016,38.88
US-2016-141453,3.882
30-11-2016,3.882
US-2016-141684,24.96
29-06-2016,24.96
US-2016-142020,65.72
04-06-2016,65.72
US-2016-142811,87.8
02-04-2016,87.8
US-2016-144771,64.072
02-10-2016,64.072
US-2016-145121,26.9
02-10-2016,26.9
US-2016-145422,359.499
03-12-2016,359.499
US-2016-145436,551.264
28-02-2016,551.264
US-2016-146745,135.936
03-09-2016,135.936
US-2016-147242,702.74
10-09-2016,702.74
US-2016-147662,427.548
14-02-2016,427.548
US-2016-147739,547.136
25-12-2016,547.136
US-2016-148817,125.64
01-12-2016,125.64
US-2016-149629,231.92
17-07-2016,231.92
US-2016-149692,2.772
06-12-2016,2.772
US-2016-150161,25.176
25-07-2016,25.176
US-2016-150231,17.52
16-03-2016,17.52
US-2016-150630,3329.434
17-09-2016,3329.434
US-2016-151407,263.96
08-11-2016,263.96
US-2016-152128,149.2
25-05-2016,149.2
US-2016-153283,15.56
12-11-2016,15.56
US-2016-153374,479.952
09-02-2016,479.952
US-2016-153500,458.072
03-07-2016,458.072
US-2016-154389,748.752
27-11-2016,748.752
US-2016-155369,329.96
19-04-2016,329.96
US-2016-156496,711.784
10-08-2016,711.784
US-2016-156797,149.96
11-08-2016,149.96
US-2016-156867,378.138
13-11-2016,378.138
US-2016-157014,139.544
03-10-2016,139.544
US-2016-157154,1018.104
10-01-2016,1018.104
US-2016-158589,32.04
20-11-2016,32.04
US-2016-158911,16.712
05-07-2016,16.712
US-2016-159499,365.496
21-11-2016,365.496
US-2016-159513,71.976
02-04-2016,71.976
US-2016-159982,796.324
28-11-2016,796.324
US-2016-160150,2.025
19-07-2016,2.025
US-2016-160563,255.99
20-10-2016,255.99
US-2016-160857,3384.518
08-05-2016,3384.518
US-2016-161347,2.412
13-09-2016,2.412
US-2016-161466,6.848
24-09-2016,6.848
US-2016-161991,1116.48
26-09-2016,1116.48
US-2016-163279,1685.456
22-03-2016,1685.456
US-2016-163433,544.41
18-04-2016,544.41
US-2016-163685,47.968
01-06-2016,47.968
US-2016-163783,12.672
27-12-2016,12.672
US-2016-163825,3184.356
16-06-2016,3184.356
US-2016-164175,213.115
30-04-2016,213.115
US-2016-164238,346.158
16-08-2016,346.158
US-2016-164308,821.94
